timestamp;kunde;kundennummer;details_json
2025-12-15 13:08:06;Continovation Media GmbH;10180;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10180"",""Debitorenkonto"":""10180"",""Leitweg-ID"":""10180"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""Continovation Media GmbH"",""Straße"":""Ludwig-Bölkow-Allee 1"",""PLZ"":""82024"",""Ort"":""Taufkirchen"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""daniel.froehler@jochen-schweizer-gruppe.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Corona-Empfangsdienst"",""verrechnungssatz"":""23,00 EUR"",""gueltig_ab"":""10.05.2021""},{""funktion"":""Schnelltest-Helfer"",""verrechnungssatz"":""27,50 EUR"",""gueltig_ab"":""01.12.2021""}],""info"":""1 bis 2 von 2 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":""na"",""ansprechpartner"":""na""}"
2025-12-15 13:08:06;Cotidiano GmbH;10484;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10484"",""Debitorenkonto"":""10484"",""Leitweg-ID"":""10484"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""7"",""Firma *"":""Cotidiano GmbH"",""Straße"":""Neuhauserstr. 3a"",""PLZ"":""80331"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""Bereich"":""München""},""rechnungsoptionen"":{""info"":""0 bis 0 von 0 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""10.07.2024 17:19 Uhr"",""mitarbeiter"":""Schilcher, Nicolas"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 13.07.24 wurde aus der Planung gestrichen mit der Begründung: NS""},{""datum"":""04.07.2024 20:09 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;Creakom GmbH für kreative Kommunikation & Business Intelligence;10021;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10021"",""Debitorenkonto"":""10021"",""Leitweg-ID"":""10021"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""7"",""Firma *"":""Creakom GmbH für kreative Kommunikation & Business Intelligence"",""Straße"":""Walter-Gropius-Str. 7"",""PLZ"":""80807"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""josephine.plath@creakom.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Hostess/Host"",""verrechnungssatz"":""23,00 EUR"",""gueltig_ab"":""07.02.2019""}],""info"":""1 bis 1 von 1 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":""na"",""ansprechpartner"":[{""anrede"":""Frau"",""vorname"":""Josefine"",""name"":""Plath"",""email"":""josephine.plath@creakom.de""},{""anrede"":""Frau"",""vorname"":""Katharina"",""name"":""Mense"",""email"":""katharina.mense@creakom.de"",""mobil"":""+4931763088""}]}"
2025-12-15 13:08:06;credo.vision GmbH;10134;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10134"",""Debitorenkonto"":""10134"",""Leitweg-ID"":""10134"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""credo.vision GmbH"",""Straße"":""Auweg 1"",""PLZ"":""82439"",""Ort"":""Großweil"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Allrounder"",""verrechnungssatz"":""21,00 EUR"",""gueltig_ab"":""01.09.2020""},{""funktion"":""Fahrzeit | An- & Abfahrt"",""verrechnungssatz"":""21,00 EUR"",""gueltig_ab"":""01.09.2020""}],""info"":""1 bis 2 von 2 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":""na"",""ansprechpartner"":[{""anrede"":""Herr"",""vorname"":""Dominik"",""name"":""Junold"",""email"":""info@credo.vision"",""telefon"":""+4988419999100""}]}"
2025-12-15 13:08:06;CRM EventMarketing GmbH;10202;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10202"",""Debitorenkonto"":""10202"",""Leitweg-ID"":""10202"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""CRM EventMarketing GmbH"",""Straße"":""Martin-Luther-Str. 8"",""PLZ"":""61118"",""Ort"":""Bad Vilbel"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Hostess/Host"",""verrechnungssatz"":""26,50 EUR"",""gueltig_ab"":""08.07.2021""}],""info"":""1 bis 1 von 1 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":""na"",""ansprechpartner"":""na""}"
2025-12-15 13:08:06;CS Catering;10447;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10447"",""Debitorenkonto"":""10447"",""Leitweg-ID"":""10447"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""CS Catering"",""Straße"":""Römerhof 24"",""Adresszusatz"":""Frau Maria Crescente"",""PLZ"":""85748"",""Ort"":""Garching"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""mariac@cs-catering.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Cash-Kellner"",""verrechnungssatz"":""29,50 EUR"",""gueltig_ab"":""16.01.2024""},{""funktion"":""Servicekraft"",""verrechnungssatz"":""29,50 EUR"",""gueltig_ab"":""08.10.2025""}]},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""05.09.2024 15:45 Uhr"",""mitarbeiter"":""Zech, Robert"",""aktion"":""Restaurant"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""24.06.2024 09:33 Uhr"",""mitarbeiter"":""Maier, Manuel"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 29.06.24 wurde aus der Planung gestrichen mit der Begründung: mm""},{""datum"":""16.01.2024 06:24 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;Cuda GmbH;10372;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10372"",""Debitorenkonto"":""10372"",""Leitweg-ID"":""10372"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""Cuda GmbH"",""Straße"":""Römerstr. 1"",""PLZ"":""82049"",""Ort"":""Pullach"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""ab@die-gastrosophen.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Servicekraft"",""verrechnungssatz"":""29,40 EUR"",""gueltig_ab"":""01.03.2024""}]},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""22.10.2024 15:28 Uhr"",""mitarbeiter"":""Schilcher, Nicolas"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""29.02.2024 09:39 Uhr"",""mitarbeiter"":""Maier, Manuel"",""aktion"":""Sonderveranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""09.07.2023 10:18 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""08.05.2023 17:17 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""13.04.2023 15:55 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;CuisinEvent GmbH;10183;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10183"",""Debitorenkonto"":""10183"",""Leitweg-ID"":""10183"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""7"",""Firma *"":""CuisinEvent GmbH"",""Straße"":""Gartenweg 9"",""PLZ"":""14558"",""Ort"":""Nuthetal"",""Land"":""Deutschland"",""Bundesland"":""Brandenburg"",""Bereich"":""München""},""rechnungsoptionen"":""na"",""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":""na"",""ansprechpartner"":""na""}"
2025-12-15 13:08:06;cute stuff GmbH;10387;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10387"",""Debitorenkonto"":""10387"",""Leitweg-ID"":""10387"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""cute stuff GmbH"",""Straße"":""Kastanienallee 3"",""PLZ"":""82335"",""Ort"":""Berg"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""a.gushurst@cutestuff.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Fahrzeit | An- & Abfahrt"",""verrechnungssatz"":""29,50 EUR"",""gueltig_ab"":""01.06.2023""},{""funktion"":""Servicekraft"",""verrechnungssatz"":""29,50 EUR"",""gueltig_ab"":""07.06.2023""}],""info"":""1 bis 2 von 2 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""07.06.2023 08:55 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":[{""anrede"":""Frau"",""vorname"":""Anne"",""name"":""Gushurst"",""email"":""a.gushurst@cutestuff.de""}]}"
2025-12-15 13:08:06;Dachs im Bau GmbH;10382;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10382"",""Debitorenkonto"":""10382"",""Leitweg-ID"":""10382"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""Dachs im Bau GmbH"",""Straße"":""Nordendstr. 4"",""PLZ"":""80799"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""os@max-emanuel.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""A_Servicekraft"",""verrechnungssatz"":""32,50 EUR"",""gueltig_ab"":""06.10.2023""},{""funktion"":""Servicekraft"",""verrechnungssatz"":""28,50 EUR"",""gueltig_ab"":""17.05.2023""}],""info"":""1 bis 2 von 2 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""06.10.2023 13:26 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""17.07.2023 11:24 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 22.07.23 wurde aus der Planung gestrichen mit der Begründung: bw""},{""datum"":""30.06.2023 14:04 Uhr"",""mitarbeiter"":""Jenner, Fabian"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 30.06.23 wurde aus der Planung gestrichen mit der Begründung: Fehler""},{""datum"":""30.06.2023 14:03 Uhr"",""mitarbeiter"":""Jenner, Fabian"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""30.06.2023 13:59 Uhr"",""mitarbeiter"":""Jenner, Fabian"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""26.05.2023 13:34 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Hochzeit"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""17.05.2023 15:19 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;DAHLMANN GmbH;10023;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10023"",""Debitorenkonto"":""10023"",""Leitweg-ID"":""10023"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""DAHLMANN GmbH"",""Straße"":""Bavariaring 18"",""PLZ"":""80336"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""OFFICE@DAHLMANN-CATERING.DE"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""A_Servicekraft"",""verrechnungssatz"":""33,00 EUR"",""gueltig_ab"":""25.09.2024""},{""funktion"":""Barkeeper"",""verrechnungssatz"":""36,00 EUR"",""gueltig_ab"":""25.09.2024""},{""funktion"":""Garderobe"",""verrechnungssatz"":""28,00 EUR"",""gueltig_ab"":""25.09.2024""},{""funktion"":""Hostess/Host"",""verrechnungssatz"":""30,00 EUR"",""gueltig_ab"":""25.09.2024""},{""funktion"":""Logistik"",""verrechnungssatz"":""29,00 EUR"",""gueltig_ab"":""25.09.2024""},{""funktion"":""Oberkellner I"",""verrechnungssatz"":""48,00 EUR"",""gueltig_ab"":""25.09.2024""},{""funktion"":""Servicekraft"",""verrechnungssatz"":""29,00 EUR"",""gueltig_ab"":""25.09.2024""}],""info"":""1 bis 7 von 7 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""12.12.2024 10:08 Uhr"",""mitarbeiter"":""Edhofer, Julian"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Catering am 24.01.25 wurde aus der Planung gestrichen mit der Begründung: JE""},{""datum"":""11.11.2024 17:29 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Catering am 24.01.25 wurde aus der Planung gestrichen mit der Begründung: bw""},{""datum"":""11.11.2024 17:26 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Catering"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""06.11.2024 12:23 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Catering am 15.12.24 wurde aus der Planung gestrichen mit der Begründung: bw""},{""datum"":""06.11.2024 09:22 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Catering"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""06.11.2024 09:16 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Catering"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""31.10.2024 11:00 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Catering"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""24.09.2024 10:42 Uhr"",""mitarbeiter"":""Schilcher, Nicolas"",""aktion"":""Sonderveranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":[{""anrede"":""Herr"",""vorname"":""Patrick"",""name"":""Hinz"",""email"":""hinz@dahlmann-catering.de""}]}"
2025-12-15 13:08:06;Dahoam in Minga GmbH;10535;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10535"",""Debitorenkonto"":""10535"",""Leitweg-ID"":""10535"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""Dahoam in Minga GmbH"",""Straße"":""Corneliusstr. 16"",""PLZ"":""80469"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""E-Mail"":""konstantin@dahoaminminga.de"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Hostess/Host"",""verrechnungssatz"":""29,00 EUR"",""gueltig_ab"":""27.05.2025""},{""funktion"":""Servicekraft"",""verrechnungssatz"":""29,00 EUR"",""gueltig_ab"":""27.05.2025""}]},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""09.07.2025 10:53 Uhr"",""mitarbeiter"":""Edhofer, Julian"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 10.07.25 wurde aus der Planung gestrichen mit der Begründung: Storno""},{""datum"":""07.07.2025 16:28 Uhr"",""mitarbeiter"":""Edhofer, Julian"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""07.07.2025 16:25 Uhr"",""mitarbeiter"":""Edhofer, Julian"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""},{""datum"":""27.05.2025 17:01 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;Das Marktrestaurant;10276;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10276"",""Debitorenkonto"":""10276"",""Leitweg-ID"":""10276"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""Das Marktrestaurant"",""Straße"":""Dekan Karl Platz 21"",""PLZ"":""82481"",""Ort"":""Mittenwald"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Fahrzeit | An- & Abfahrt"",""verrechnungssatz"":""29,50 EUR"",""gueltig_ab"":""01.08.2024""},{""funktion"":""Servicekraft"",""verrechnungssatz"":""29,50 EUR"",""gueltig_ab"":""01.08.2024""}],""info"":""1 bis 2 von 2 Einträgen""},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""31.07.2024 10:17 Uhr"",""mitarbeiter"":""Edhofer, Julian"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":[{""anrede"":""Herr"",""vorname"":""Andreas"",""name"":""Hillejan"",""position"":""1 Sternekoch"",""email"":""info@das-marktrestaurant.de""}]}"
2025-12-15 13:08:06;DCM Film Distribution GmbH;10443;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10443"",""Debitorenkonto"":""10443"",""Leitweg-ID"":""10443"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""7"",""Firma *"":""DCM Film Distribution GmbH"",""Straße"":""Schönhauser Allee 8"",""PLZ"":""10119"",""Ort"":""Berlin"",""Land"":""Deutschland"",""Bundesland"":""Berlin"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Hostess/Host"",""verrechnungssatz"":""28,50 EUR"",""gueltig_ab"":""05.01.2024""}]},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""05.01.2024 10:19 Uhr"",""mitarbeiter"":""Wieland, Bernhard"",""aktion"":""Sonderveranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;Dean & David Catering & Delivery GmbH;10025;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10025"",""Debitorenkonto"":""10025"",""Leitweg-ID"":""10025"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""0"",""Firma *"":""Dean & David Catering & Delivery GmbH"",""Straße"":""Adolf-Kolping-Straße 1"",""PLZ"":""80336"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""Bereich"":""München""},""rechnungsoptionen"":""na"",""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""12.09.2024 13:55 Uhr"",""mitarbeiter"":""Zech, Robert"",""aktion"":""Veranstaltung"",""bemerkung"":""Termin wurde angelegt.""}],""ansprechpartner"":""na""}"
2025-12-15 13:08:06;Der Pschorr | Jürgen Lochbihler KG;10218;"{""stammdaten"":{""Potential"":""Bestandskunde"",""Kundennummer"":""10218"",""Debitorenkonto"":""10218"",""Leitweg-ID"":""10218"",""Aktiv"":""Ja"",""Zahlungsziel in Tagen"":""14"",""Firma *"":""Der Pschorr | Jürgen Lochbihler KG"",""Straße"":""Viktualienmarkt 15"",""PLZ"":""80331"",""Ort"":""München"",""Land"":""Deutschland"",""Bundesland"":""Bayern"",""Bereich"":""München""},""rechnungsoptionen"":{""verrechnungssaetze"":[{""funktion"":""Servicekraft"",""verrechnungssatz"":""27,90 EUR"",""gueltig_ab"":""01.01.2023""}]},""gesperrte_mitarbeiter"":[{""personalnummer"":""14496"",""mitarbeiter"":""Patrick Tamimi"",""bemerkung"":""Infektionsschutzbelehrung fehlt!"",""datum"":""08.07.25"",""eintrag_von"":""Frauendorfer, Günter""}],""kundenhistorie"":[{""datum"":""15.06.2023 20:28 Uhr"",""mitarbeiter"":""Maier, Manuel"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 29.06.23 wurde aus der Planung gestrichen mit der Begründung: mm""},{""datum"":""28.04.2023 11:49 Uhr"",""mitarbeiter"":""Maier, Manuel"",""aktion"":""Löschung einer Veranstaltung"",""bemerkung"":""Die Veranstaltung Veranstaltung am 08.05.23 wurde aus der Planung gestrichen mit der Begründung: mm""}],""ansprechpartner"":""na""}"
