event_id,title,timeframe,customer,address,besetzt,gesamt,anfragen,offen,status,fehlend_nach_anfragen
35718,Veranstaltung,Sa 20.12. - 21.12. 17:15h - 01:15h,JH Gastronomie GmbH,"Luisenstraße 27, 80333 München",1,2,6,1,kann komplett gedeckt werden,0
35114,Sonderveranstaltung,Mo 22.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",8,10,7,2,kann komplett gedeckt werden,0
35558,Festival,Mo 22.12. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",2,3,18,1,kann komplett gedeckt werden,0
35116,Sonderveranstaltung,Di 23.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",16,20,4,4,kann komplett gedeckt werden,0
35117,Sonderveranstaltung,Mi 24.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",18,20,6,2,kann komplett gedeckt werden,0
35118,Sonderveranstaltung,Do 25.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",19,21,6,2,kann komplett gedeckt werden,0
35424,Festival,Do 25.12. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",2,4,2,2,kann komplett gedeckt werden,0
35119,Sonderveranstaltung,Fr 26.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",18,20,4,2,kann komplett gedeckt werden,0
35560,Festival,Fr 26.12. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",2,4,16,2,kann komplett gedeckt werden,0
35425,Festival,Fr 26.12. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",3,4,4,1,kann komplett gedeckt werden,0
35120,Sonderveranstaltung,Sa 27.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",18,20,3,2,kann komplett gedeckt werden,0
35426,Festival,Sa 27.12. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",3,4,5,1,kann komplett gedeckt werden,0
35121,Sonderveranstaltung,So 28.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",10,20,2,10,teilweise deckbar,8
35122,Sonderveranstaltung,Mo 29.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",8,20,3,12,teilweise deckbar,9
35123,Sonderveranstaltung,Di 30.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",7,20,3,13,teilweise deckbar,10
35124,Sonderveranstaltung,Mi 31.12. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",6,20,3,14,teilweise deckbar,11
35094,Festival,Mi 31.12. - 01.01. 16:00h - 03:00h,GREATSTAFF,"München, Odeonsplatz",26,30,24,4,kann komplett gedeckt werden,0
35364,Veranstaltung,Mi 31.12. - 01.01. 16:00h - 04:00h,Weitblick GmbH,"Sapporobogen 6-8, 80637 München",0,2,0,2,keine anfragen,2
32372,Veranstaltung,Mi 31.12. - 01.01. 17:00h - 03:00h,Schottenhamel und Lechner GmbH,"Hochstraße 77, 81541 München",4,10,4,6,teilweise deckbar,2
35311,BMW Park,Mi 31.12. - 01.01. 17:00h - 04:30h,Käfer Service GmbH | Messegastronomie,"Grasweg 74, 81373 München",3,12,3,9,teilweise deckbar,6
35125,Sonderveranstaltung,Do 01.01. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",2,10,1,8,teilweise deckbar,7
35822,Festival,Do 01.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35126,Sonderveranstaltung,Fr 02.01. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",2,10,0,8,keine anfragen,8
35823,Festival,Fr 02.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35430,Festival,Fr 02.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",1,4,3,3,kann komplett gedeckt werden,0
35127,Sonderveranstaltung,Sa 03.01. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",2,10,1,8,teilweise deckbar,7
35844,Festival,Sa 03.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,0,3,keine anfragen,3
35431,Festival,Sa 03.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",0,4,0,4,keine anfragen,4
35128,Sonderveranstaltung,So 04.01. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",2,10,1,8,teilweise deckbar,7
35845,Festival,So 04.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,0,3,keine anfragen,3
35432,Festival,So 04.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",1,4,1,3,teilweise deckbar,2
35129,Sonderveranstaltung,Mo 05.01. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",2,10,1,8,teilweise deckbar,7
33956,Bankett,Mo 05.01. - 06.01. 10:00h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,4,11,4,kann komplett gedeckt werden,0
35824,Festival,Mo 05.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35433,Festival,Mo 05.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",1,4,3,3,kann komplett gedeckt werden,0
33957,Bankett,Di 06.01. 06:00h - 18:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,13,5,13,teilweise deckbar,8
35130,Sonderveranstaltung,Di 06.01. 08:00h - 22:00h,INTERALPEN-HOTEL TYROL GMBH,"Doktor-Hans-Liebherr-Alpenstraße 1, 6410 Telfs, Österreich",1,5,1,4,teilweise deckbar,3
35825,Festival,Di 06.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,2,2,kann komplett gedeckt werden,0
35776,Weihnachtsfeier,Di 06.01. 12:00h - 23:00h,Stiftl Gastronomie GmbH,Samerberg (genaue Adresse folgt),0,10,1,10,teilweise deckbar,9
35434,Festival,Di 06.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",1,4,2,3,teilweise deckbar,1
33958,Bankett,Mi 07.01. 06:00h - 18:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,13,3,13,teilweise deckbar,10
35826,Festival,Mi 07.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35435,Festival,Mi 07.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",0,4,2,4,teilweise deckbar,2
33959,Bankett,Do 08.01. - 09.01. 06:00h - 05:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",3,43,8,40,teilweise deckbar,32
35813,Veranstaltung,Do 08.01. 08:00h - 11:00h,smartvillage M-Schwanthalerhöhe GmbH,"Ganghoferstraße 66b, 80339 München",0,1,0,1,keine anfragen,1
35827,Festival,Do 08.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,3,2,kann komplett gedeckt werden,0
35436,Festival,Do 08.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",0,4,3,4,teilweise deckbar,1
33960,Bankett,Fr 09.01. 06:00h - 20:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,13,3,13,teilweise deckbar,10
35828,Festival,Fr 09.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35437,Festival,Fr 09.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",0,4,3,4,teilweise deckbar,1
35763,Veranstaltung,Fr 09.01. - 10.01. 15:30h - 02:00h,Käfer Service GmbH | KST. 14001,"Residenz, Residenzstraße 1, 80333 München",0,20,7,20,teilweise deckbar,13
35846,Festival,Sa 10.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,0,3,keine anfragen,3
35438,Festival,Sa 10.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",0,4,1,4,teilweise deckbar,3
35847,Festival,So 11.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,1,3,teilweise deckbar,2
35439,Festival,So 11.01. 15:30h - 21:30h,Sonnenrot GmbH,"Lucky Star, Moosacher Str. 70, 80809 München",0,4,3,4,teilweise deckbar,1
34652,Bankett,Mo 12.01. - 13.01. 06:30h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",3,25,5,22,teilweise deckbar,17
35811,Veranstaltung,Mo 12.01. 08:00h - 19:00h,smartvillage M-Schwanthalerhöhe GmbH,"Ganghoferstraße 66b, 80339 München",0,1,0,1,keine anfragen,1
35829,Festival,Mo 12.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35814,Veranstaltung,Mo 12.01. 14:00h - 23:00h,smartvillage M-Bogenhausen GmbH,"Rosenkavalierplatz 13, 81925 München",0,2,1,2,teilweise deckbar,1
34653,Bankett,Di 13.01. 06:30h - 20:30h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,9,1,9,teilweise deckbar,8
35812,Veranstaltung,Di 13.01. 08:00h - 19:00h,smartvillage M-Schwanthalerhöhe GmbH,"Ganghoferstraße 66b, 80339 München",0,1,0,1,keine anfragen,1
35815,Veranstaltung,Di 13.01. 08:00h - 19:00h,smartvillage M-Bogenhausen GmbH,"Rosenkavalierplatz 13, 81925 München",0,2,1,2,teilweise deckbar,1
35830,Festival,Di 13.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,2,2,kann komplett gedeckt werden,0
34654,Bankett,Mi 14.01. - 15.01. 06:30h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",3,19,5,16,teilweise deckbar,11
35831,Festival,Mi 14.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,2,2,kann komplett gedeckt werden,0
35832,Festival,Do 15.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,3,2,kann komplett gedeckt werden,0
35833,Festival,Fr 16.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35848,Festival,Sa 17.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,0,3,keine anfragen,3
34718,Veranstaltung,Sa 17.01. - 18.01. 17:00h - 03:00h,Schottenhamel und Lechner GmbH,"Hochstr. 77, 81541 München",3,15,9,12,teilweise deckbar,3
34655,Bankett,So 18.01. - 19.01. 06:30h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,3,2,3,teilweise deckbar,1
35849,Festival,So 18.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,1,3,teilweise deckbar,2
34656,Bankett,Mo 19.01. - 20.01. 06:30h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",2,16,3,14,teilweise deckbar,11
35834,Festival,Mo 19.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
34657,Bankett,Di 20.01. - 21.01. 06:30h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",2,40,4,38,teilweise deckbar,34
35835,Festival,Di 20.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35592,Sonderveranstaltung,Di 20.01. - 21.01. 12:00h - 00:30h,CineArt Marketing GmbH,"Schlosserstraße 4, 80036 München",0,5,14,5,kann komplett gedeckt werden,0
34658,Bankett,Mi 21.01. - 22.01. 06:30h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",3,20,7,17,teilweise deckbar,10
35593,Sonderveranstaltung,Mi 21.01. 08:00h - 22:00h,CineArt Marketing GmbH,"Schlosserstraße 4, 80036 München",0,9,17,9,kann komplett gedeckt werden,0
35836,Festival,Mi 21.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35594,Sonderveranstaltung,Do 22.01. - 23.01. 08:00h - 02:00h,CineArt Marketing GmbH,"Schlosserstraße 4, 80036 München",0,8,17,8,kann komplett gedeckt werden,0
35837,Festival,Do 22.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,2,2,kann komplett gedeckt werden,0
35595,Sonderveranstaltung,Fr 23.01. 08:00h - 16:00h,CineArt Marketing GmbH,"Mathäser Filmpalast, Bayerstr. 3-5, 80335 München",0,6,10,6,kann komplett gedeckt werden,0
35838,Festival,Fr 23.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35106,Bankett,Sa 24.01. - 25.01. 06:30h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",3,17,3,14,teilweise deckbar,11
35850,Festival,Sa 24.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,0,3,keine anfragen,3
35851,Festival,So 25.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,1,3,teilweise deckbar,2
35839,Festival,Mo 26.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35107,Bankett,Mo 26.01. - 27.01. 17:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,10,1,10,teilweise deckbar,9
35664,Käfer Messe,Di 27.01. 08:00h - 20:00h,Käfer Service GmbH | Messegastronomie,"Am Messesee 4, 81829 München",0,26,3,26,teilweise deckbar,23
35840,Festival,Di 27.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35108,Bankett,Di 27.01. - 28.01. 11:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",1,30,5,29,teilweise deckbar,24
35636,Käfer Messe,Di 27.01. - 28.01. 16:00h - 01:00h,Käfer Service GmbH | Messegastronomie,"Am Messesee 4, 81829 München",0,15,0,15,keine anfragen,15
35841,Festival,Mi 28.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35842,Festival,Do 29.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,0,2,keine anfragen,2
35843,Festival,Fr 30.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,2,1,2,teilweise deckbar,1
35852,Festival,Sa 31.01. 10:00h - 20:00h,Sonnenrot GmbH,"Pineapple Park, Paketposthalle, 80634 München",0,3,0,3,keine anfragen,3
34651,Bankett,Sa 31.01. - 01.02. 11:00h - 03:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",2,19,5,17,teilweise deckbar,12
35727,Bankett,Mo 02.02. - 03.02. 11:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,12,1,12,teilweise deckbar,11
35728,Bankett,Di 03.02. 11:30h - 20:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,4,0,4,keine anfragen,4
35729,Bankett,Mi 04.02. - 05.02. 11:30h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,14,1,14,teilweise deckbar,13
35730,Bankett,Do 05.02. 11:30h - 20:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,5,0,5,keine anfragen,5
34914,Sonderveranstaltung,Fr 06.02. 09:00h - 21:00h,Paulaner Brauerei Gruppe GmbH & Co. KGaA,Messe Stuttgart,4,18,2,14,teilweise deckbar,12
35731,Bankett,Fr 06.02. 11:30h - 20:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,3,0,3,keine anfragen,3
35820,Veranstaltung,Fr 06.02. - 07.02. 16:00h - 02:00h,Schottenhamel und Lechner GmbH,"Hochstraße 77, 81541 München",0,20,0,20,keine anfragen,20
33850,Sonderveranstaltung,Sa 07.02. 09:00h - 21:00h,Paulaner Brauerei Gruppe Sales & Marketing GmbH,Messe Stuttgart,4,18,2,14,teilweise deckbar,12
34915,Sonderveranstaltung,So 08.02. 09:00h - 21:00h,Paulaner Brauerei Gruppe Sales & Marketing GmbH,Messe Stuttgart,4,18,2,14,teilweise deckbar,12
34916,Sonderveranstaltung,Mo 09.02. 09:00h - 21:00h,Paulaner Brauerei Gruppe Sales & Marketing GmbH,Messe Stuttgart,4,18,2,14,teilweise deckbar,12
35732,Bankett,Mo 09.02. - 10.02. 17:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,5,0,5,keine anfragen,5
35733,Bankett,Di 10.02. - 11.02. 07:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,15,1,15,teilweise deckbar,14
34917,Sonderveranstaltung,Di 10.02. 09:00h - 21:00h,Paulaner Brauerei Gruppe Sales & Marketing GmbH,Messe Stuttgart,4,18,2,14,teilweise deckbar,12
35734,Bankett,Mi 11.02. - 12.02. 07:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,14,1,14,teilweise deckbar,13
34918,Sonderveranstaltung,Mi 11.02. 09:00h - 21:00h,Paulaner Brauerei Gruppe Sales & Marketing GmbH,Messe Stuttgart,4,18,2,14,teilweise deckbar,12
35514,Veranstaltung,Fr 13.02. 09:00h - 19:00h,Philisterverband des AGV Akademischer Gesangsverein München e.V.,"Scholastika Haus, Ledererstr. 5, 80331 München",0,4,0,4,keine anfragen,4
35513,Veranstaltung,Sa 14.02. - 15.02. 18:00h - 04:00h,Philisterverband des AGV Akademischer Gesangsverein München e.V.,"Scholastika Haus, Ledererstr. 5, 80331 München",0,15,0,15,keine anfragen,15
35757,Veranstaltung,So 15.02. 11:00h - 18:30h,Paulaner Distribuzione S.r.l.,"Rimini, Italien",0,5,3,5,teilweise deckbar,2
35758,Veranstaltung,Mo 16.02. 10:00h - 18:30h,Paulaner Distribuzione S.r.l.,"Rimini, Italien",2,5,3,3,kann komplett gedeckt werden,0
35759,Veranstaltung,Di 17.02. 09:00h - 18:30h,Paulaner Distribuzione S.r.l.,"Rimini, Italien",2,5,3,3,kann komplett gedeckt werden,0
35760,Veranstaltung,Mi 18.02. 09:00h - 18:30h,Paulaner Distribuzione S.r.l.,"Rimini, Italien",2,5,3,3,kann komplett gedeckt werden,0
35735,Bankett,Di 24.02. 07:00h - 20:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,10,0,10,keine anfragen,10
35736,Bankett,Fr 06.03. - 07.03. 10:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,73,0,73,keine anfragen,73
35737,Bankett,Di 10.03. - 11.03. 11:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,7,0,7,keine anfragen,7
35738,Bankett,Mi 11.03. - 12.03. 11:00h - 02:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,29,0,29,keine anfragen,29
35739,Bankett,Do 12.03. 11:00h - 20:00h,Conference Center & Hotel Munich Unterschleißheim GmbH,"Andreas-Danzer-Weg 1-3, 85716 Unterschleißheim",0,12,0,12,keine anfragen,12
34438,Sonderveranstaltung,Mi 18.03. 08:00h - 20:00h,Unternehmertag AG,"Althoff Seehotel Überfahrt, Rottach Egern",0,5,0,5,keine anfragen,5
34439,Sonderveranstaltung,Do 19.03. 08:00h - 20:00h,Unternehmertag AG,"Althoff Seehotel Überfahrt, Rottach Egern",0,5,0,5,keine anfragen,5
34440,Sonderveranstaltung,Fr 20.03. 08:00h - 14:00h,Unternehmertag AG,"Althoff Seehotel Überfahrt, Rottach Egern",0,4,0,4,keine anfragen,4
